ID,pipeline_label,pipeline_score,vader_neg,vader_neu,vader_pos,vader_compound,roberta_neg,roberta_neu,roberta_pos,overall_roberta_score,roberta_label,productAsin,country,date,isVerified,ratingScore,reviewTitle,reviewDescription,reviewUrl,reviewedIn,variant,variantAsin
2401,POSITIVE,0.9998161196708679,0.0,0.0,1.0,0.4404,0.057428323,0.2795464,0.6630253,0.6630253,Positive,B09G9D8KRQ,India,06-05-2024,True,4,good,good,https://www.amazon.in/gp/customer-reviews/R3EZRLZ2BBO6SH/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09G9HD6PD,Reviewed in India on 6 May 2024,Colour: MidnightSize: 128 GB,B09G9HD6PD
2402,POSITIVE,0.9928032755851746,0.024,0.82,0.156,0.7846,0.023749579,0.14843471,0.82781565,0.82781565,Positive,B09G9D8KRQ,India,31-07-2024,True,5,Best phone that too in budget,"The iPhone 13 is a solid upgrade, especially for those coming from older models. Its improvements in battery life, camera capabilities, and processing power make it a worthwhile consideration. However, if you already have an iPhone 12, the changes might not be significant enough to justify an immediate upgrade unless the new camera features or increased battery life are particularly important to you",https://www.amazon.in/gp/customer-reviews/R1P84CZGES9AFR/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09G9HD6PD,Reviewed in India on 31 July 2024,Colour: MidnightSize: 128 GB,B09G9HD6PD
2403,POSITIVE,0.9998511075973511,0.0,0.511,0.489,0.7717,0.0019686797,0.009825719,0.9882057,0.9882057,Positive,B09G9D8KRQ,India,27-08-2024,True,5,iPhone 13 128gb,Phone looks good as expected and working is amazing.,https://www.amazon.in/gp/customer-reviews/R18TCOJ71S882T/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09G9HD6PD,Reviewed in India on 27 August 2024,Colour: MidnightSize: 128 GB,B09G9HD6PD
2404,POSITIVE,0.9994761347770691,0.0,0.682,0.318,0.9118,0.004275418,0.023697203,0.97202736,0.97202736,Positive,B09G9D8KRQ,India,09-08-2024,True,5,It was my son’s gift,"Though I am not so big techy, I am happy to use it easily without any hassles.  The phone is handy, slim and easy to operate.  With little effort, I could use it happily.",https://www.amazon.in/gp/customer-reviews/RXMF3FQK6LTFL/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09G9HD6PD,Reviewed in India on 9 August 2024,Colour: MidnightSize: 128 GB,B09G9HD6PD
2405,POSITIVE,0.9814027547836304,0.0,1.0,0.0,0.0,0.33649778,0.6065081,0.056994174,0.6065081,Neutral,B09G9D8KRQ,India,30-08-2024,True,5,Not as good as expected,But still using,https://www.amazon.in/gp/customer-reviews/R31CLAICN9J36M/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09G9HD6PD,Reviewed in India on 30 August 2024,Colour: MidnightSize: 128 GB,B09G9HD6PD
2406,POSITIVE,0.9998552799224854,0.0,0.0,1.0,0.4215,0.066038184,0.35445273,0.5795091,0.5795091,Positive,B09G9D8KRQ,India,27-08-2024,True,5,Good,Nice,https://www.amazon.in/gp/customer-reviews/R3W9XTQ35CC65/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09G9HD6PD,Reviewed in India on 27 August 2024,Colour: MidnightSize: 128 GB,B09G9HD6PD
2407,POSITIVE,0.999879002571106,0.0,0.513,0.487,0.5859,0.004784348,0.05033952,0.9448761,0.9448761,Positive,B09G9D8KRQ,India,10-08-2024,True,5,Love it !,Amazing very smooth to use,https://www.amazon.in/gp/customer-reviews/R3C0LGACHUFQBB/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09G9HD6PD,Reviewed in India on 10 August 2024,Colour: MidnightSize: 128 GB,B09G9HD6PD
2408,POSITIVE,0.9990124702453613,0.014,0.773,0.214,0.9946,0.0026465657,0.053396396,0.94395703,0.94395703,Positive,B09G9D8KRQ,India,02-11-2023,True,4,Best phone experience.,"Design:The iPhone 13 retains the classic Apple design with a sleek and modern appearance. It's available in various colors, catering to different tastes. The build quality is top-notch, with a Ceramic Shield front cover and durable materials that feel premium in hand.Display:The device features a Super Retina XDR OLED display, which offers vibrant colors, deep blacks, and impressive brightness. It's perfect for watching videos, browsing the web, or gaming. The display quality enhances the overall user experience.Performance:Apple's A15 Bionic chip powers the iPhone 13, and it's a powerhouse. The device handles multitasking and demanding applications with ease. It's an excellent choice for both casual and power users. The performance improvements extend to better gaming experiences and faster app launches.Camera:The iPhone 13's camera system offers impressive photography capabilities. It features a dual-camera setup with sensor-shift optical image stabilization, Night mode, and Deep Fusion. These features result in stunning photos, even in low light conditions. The Pro models offer even more advanced camera options.Battery Life:One notable improvement is the battery life. The iPhone 13 provides all-day battery life, which is a significant advantage for users who rely on their phones for work and entertainment. You can expect long-lasting performance without frequent recharging.Software:The device runs on iOS, Apple's operating system known for its stability, security, and regular updates. iOS 15 brings new features like Focus mode, improved notifications, and enhanced FaceTime capabilities, which enhance the overall user experience.Connectivity:The iPhone 13 supports 5G connectivity, ensuring faster download and streaming speeds. It's also equipped with Wi-Fi 6 and offers a seamless online experience.",https://www.amazon.in/gp/customer-reviews/R1Z9FOX3W761H9/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09G9HD6PD,Reviewed in India on 2 November 2023,Colour: MidnightSize: 128 GB,B09G9HD6PD
2409,POSITIVE,0.9969329833984375,0.154,0.769,0.077,-0.3182,0.008258605,0.05572152,0.93601984,0.93601984,Positive,B09G9D8KRQ,India,23-07-2024,True,5,Original product delivered,"I got 100% original product that too with proper packaging and no defect. Display, sound quality, camera all were perfect.Charging code is in the box with iphone",https://www.amazon.in/gp/customer-reviews/R2381QDHHIMWLZ/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09G9HD6PD,Reviewed in India on 23 July 2024,Colour: MidnightSize: 128 GB,B09G9HD6PD
2410,POSITIVE,0.9992414712905884,0.0,0.417,0.583,0.6369,0.021508578,0.34516957,0.6333218,0.6333218,Positive,B09G9D8KRQ,India,26-07-2024,True,5,Apple,Name at its best,https://www.amazon.in/gp/customer-reviews/R2L9R6QB29UT23/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09G9HD6PD,Reviewed in India on 26 July 2024,Colour: MidnightSize: 128 GB,B09G9HD6PD
2411,NEGATIVE,0.9988757967948914,0.0,0.798,0.202,0.9081,0.041062877,0.20660986,0.75232726,0.75232726,Positive,B09G9D8KRQ,India,24-04-2024,True,4,Overall a good beast in price,Pros :- 1) Offcourse a clean apple os2) A beast for gaming3) Battery backup decent4) Display is best in the segment5) The feel when keeping it in hand was awesomeCons :- 1) Camera performance was very much decreased after upgrading to ios 17.4.12) Heat’s much while gaming and not using the a seperate fan for device,https://www.amazon.in/gp/customer-reviews/R2OR8K7L5R5RO/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09G9HD6PD,Reviewed in India on 24 April 2024,Colour: MidnightSize: 128 GB,B09G9HD6PD
2412,POSITIVE,0.9998602867126465,0.0,0.561,0.439,0.5719,0.0022001446,0.029270694,0.9685291,0.9685291,Positive,B09G9D8KRQ,India,22-06-2024,True,5,A very good purchase,Good and very prompt delivery. It’s working fine,https://www.amazon.in/gp/customer-reviews/R1U5E67T3FCK27/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09G9HD6PD,Reviewed in India on 22 June 2024,Colour: MidnightSize: 128 GB,B09G9HD6PD
2413,POSITIVE,0.9998088479042053,0.0,0.481,0.519,0.6597,0.0022674273,0.014814066,0.9829185,0.9829185,Positive,B09G9D8KRQ,India,11-07-2024,True,5,It's original product,I'm happy with Amazon service.Original product delivered,https://www.amazon.in/gp/customer-reviews/R3KOFMA1JF9ZIW/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09G9HD6PD,Reviewed in India on 11 July 2024,Colour: MidnightSize: 128 GB,B09G9HD6PD
2414,POSITIVE,0.9998563528060913,0.0,0.244,0.756,0.4754,0.005032792,0.038197163,0.95677006,0.95677006,Positive,B09G9D8KRQ,India,30-06-2024,True,5,Ok,Very nice,https://www.amazon.in/gp/customer-reviews/R1ZSXEV1UK7KDV/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09G9HD6PD,Reviewed in India on 30 June 2024,Colour: MidnightSize: 128 GB,B09G9HD6PD
2415,POSITIVE,0.9998685121536255,0.0,0.379,0.621,0.5059,0.004213331,0.056342475,0.9394442,0.9394442,Positive,B09G9D8KRQ,India,01-07-2024,True,5,Very nice product and fully proctect packing from amazon,Really very smart,https://www.amazon.in/gp/customer-reviews/RMEPHQWE8P9CD/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09G9HD6PD,Reviewed in India on 1 July 2024,Colour: MidnightSize: 128 GB,B09G9HD6PD
2416,POSITIVE,0.9997212290763855,0.0,0.0,1.0,0.4215,0.009851911,0.14611816,0.8440299,0.8440299,Positive,B09G9D8KRQ,India,26-06-2024,True,5,Experience,Satisfied,https://www.amazon.in/gp/customer-reviews/R16Z06MMW6QS6P/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09G9HD6PD,Reviewed in India on 26 June 2024,Colour: MidnightSize: 128 GB,B09G9HD6PD
2417,POSITIVE,0.9712697267532349,0.0,0.7,0.3,0.9678,0.0022550537,0.01981879,0.9779262,0.9779262,Positive,B09G9D8KRQ,India,23-06-2024,True,5,"Best phone for photos , gaming and battery under price","iPhone 13 is best for all the features like its battery life is very good , display is ultra hd , this phone has very fast charging like in 1 hour it fully charge your phone , i have used this mobile since last year and this is best value for money mobile phone under this price . It is better then iphone 14",https://www.amazon.in/gp/customer-reviews/R2F6AME53OIIN2/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09G9HD6PD,Reviewed in India on 23 June 2024,Colour: MidnightSize: 128 GB,B09G9HD6PD
2418,POSITIVE,0.9989998936653137,0.054,0.781,0.165,0.9824,0.06108853,0.17243777,0.76647365,0.76647365,Positive,B09G9D8KRQ,India,01-07-2023,True,5,Great iPhone 13 Purchase with Room for Improvement in Packaging,"I must say, it has exceeded my expectations in many ways. The product I received was genuine, and the camera is absolutely lovely, capturing moments with stunning clarity and vividness. Overall, the iPhone 13 delivers a significant upgrade over my previous Android device, and although I was initially skeptical about downgrading from a 120Hz display to 60Hz, the phone's performance feels far from clunky or sluggish.The camera system on the iPhone 13 is nothing short of impressive. It produces stunning images, offering a level of detail and color accuracy.In terms of performance, the iPhone 13 truly shines. Its powerful A15 Bionic chip ensures smooth multitasking, seamless app navigation, and impressive gaming experiences. The device feels snappy and responsive, effortlessly handling resource-intensive tasks. I appreciate the optimized performance that comes with the iPhone 13.Now, let's address the issue that left me somewhat disappointed—the packaging. Considering the price tag of 61,000 INR, one would expect more attention to be paid to the packaging. Unfortunately, the phone arrived in a flimsy packet, which had clearly been subjected to the challenges of long-distance transportation. The iPhone box itself was damaged, but luckily, the phone inside was unharmed. It's disheartening to see such carelessness from the seller Appario Retail when it comes to packaging such an expensive device. I hope this issue can be addressed by the seller to ensure a better customer experience in the future.Despite the packaging mishap, the iPhone 13 has proven to be a remarkable device. If you're looking to switch from Android or upgrade from an older iPhone, the iPhone 13 is definitely worth considering.",https://www.amazon.in/gp/customer-reviews/R37NMW70I3ZXM/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09G9HD6PD,Reviewed in India on 1 July 2023,Colour: MidnightSize: 128 GB,B09G9HD6PD
2419,NEGATIVE,0.9913132786750793,0.102,0.799,0.098,0.5719,0.37652344,0.34077317,0.2827034,0.37652344,Negative,B09G9D8KRQ,India,10-04-2023,True,5,Good phone,"I’m not a phone fanatic but here is my simple and honest review.As someone who has only used windows and android phones I must say, iPhone is a good upgrade. I do, however, have some issues with the phone. If you are a hard core android user then you WILL face some issues. As in, the fact that iPhone does not have built in call recording feature. In the case of messages, you can reply from the drawer itself but does not have mark as read option. Truecaller absolutely does not work in this phone. I am a premium member on truecaller and it is of no use cause i still get bombarded with spam calls. Dual sim is one nano sim and the other e-sim, no dual tray for both your sim card. I am having issues with screencast/mirroring as well. In short, all the small little things that seems normal and one’s that you’re used to in an android is basically missing in an iPhone. Other than that the phone is great. Camera is great with a lot of features (which I’m still learning). Sound is great. No annoying nudges to keep updating apps. It’ll silently update in the background without the prompt message that it is being updated. Easy to use once you get the hang of it.Update:- i have been using this phone since March’23 so it’s been 2 months now and I have found that this phone is starting to lag a little. Not much, just a little but it is annoying (having spent so much money you’d expect more). Also, even with full network bars i sometimes struggle to get net connection. I have to rely on wifi most of the times and it has become a burden.",https://www.amazon.in/gp/customer-reviews/R216H67MNK60ZN/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09G9HD6PD,Reviewed in India on 10 April 2023,Colour: MidnightSize: 128 GB,B09G9HD6PD
2420,NEGATIVE,0.9421814680099487,0.06,0.784,0.155,0.9859,0.11471882,0.37091678,0.5143644,0.5143644,Positive,B09G9D8KRQ,India,14-09-2022,True,5,"Consistent, dependable & need more customization options","Likes -1. A good display2. Great dual speaker sound quality3. It’s fast. I am using for more than a month and it never hanged.4. Updated to IOS 16 and unlike Android phones it is bug free or has very less bugs5. Long term software & security support (a very few Android phone manufacturers gives 5 years OS support with less bugs)6. Consistent camera. I would say the camera is not so hi fi but takes consistently good photos7. Apps are well optimized. Even google apps like YouTube, Maps, Gmail etc works better in IOS rather than their own proprietary OS8. Widgets in IOS 15 and 16. Android has widgets for decades now but IOS took the user experience to a whole new level.9. The new boxy design (introduced with iPhone 12) is cool and looks good.10. Network & call quality is good.11. Haptic feedback is awesome.Dislikes (Some dislikes are due to myself being an Android user for decades)1. The ugly notch. Though they made a dynamic island with iPhone 14 but lets accept the truth its still ugly compared to the hole punch2. Battery life & charging speed.3. Lack of customization. I can’t place the icons wherever i feel like on the screen.4. Lack of fingerprint scanner. Face id is good but fingerprint scanner is more practical, specially when you pay contactless5. Being an Android user I am used to with swipe from the right edge of the screen to go back. In iPhone this is not working & you need to reach out to actual back buttons of the app.6. Settings app is messy as all installed app would show up on the main page. I would say Android settings app is more sophisticated.7. Lastly the price should’ve been less. With all discounts & all it comes ~60k INR and its costly.Overall I am satisfied switching to iPhone 13 from Android (used OnePlus 6t for 3 years). Last time I switched to iPhone was with iPhone 5S and I couldn’t stay for 6 months and switched to Android again. But this time IOS is better in terms of consistency & user experience.",https://www.amazon.in/gp/customer-reviews/R2FYPXK4BL1565/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09G9HD6PD,Reviewed in India on 14 September 2022,Colour: MidnightSize: 128 GB,B09G9HD6PD
2421,NEGATIVE,0.7652499079704285,0.118,0.585,0.297,0.5688,0.016286453,0.13246214,0.8512514,0.8512514,Positive,B09G9D8KRQ,India,23-05-2024,True,5,Best Processor,Best Smartphone under 50k for real. A little heating problem during charging otherwise worth every penny,https://www.amazon.in/gp/customer-reviews/R3OMDJRVQ70ZMS/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09G9HD6PD,Reviewed in India on 23 May 2024,Colour: MidnightSize: 128 GB,B09G9HD6PD
2422,POSITIVE,0.9998326301574707,0.0,0.256,0.744,0.4404,0.005574176,0.07103217,0.9233936,0.9233936,Positive,B09G9D8KRQ,India,10-09-2022,True,5,Decent delivery,Overall good,https://www.amazon.in/gp/customer-reviews/R1QS3Y9MQPIGG0/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09V4MXBSN,Reviewed in India on 10 September 2022,Colour: GreenSize: 256 GB,B09V4MXBSN
2423,POSITIVE,0.9998384714126587,0.0,0.715,0.285,0.4927,0.002178377,0.011120105,0.98670155,0.98670155,Positive,B09G9D8KRQ,India,15-10-2023,True,5,IPhone 13,Very good product…nice packing and delivery on time..thank u Amazon..,https://www.amazon.in/gp/customer-reviews/R1OAS7QH3ZH7SJ/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09V4MXBSN,Reviewed in India on 15 October 2023,Colour: GreenSize: 256 GB,B09V4MXBSN
2424,POSITIVE,0.9998630285263062,0.0,0.0,1.0,0.6249,0.03383325,0.26710773,0.699059,0.699059,Positive,B09G9D8KRQ,India,11-08-2022,True,5,Great,Great,https://www.amazon.in/gp/customer-reviews/RU1UAJSTAMXRZ/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09V4MXBSN,Reviewed in India on 11 August 2022,Colour: GreenSize: 256 GB,B09V4MXBSN
2425,POSITIVE,0.9896915555000305,0.0,0.933,0.067,0.0772,0.05879729,0.76955175,0.17165096,0.76955175,Neutral,B09G9D8KRQ,India,29-08-2023,True,1,The strange thing is it is not 6'1 but 5'7 inchs,"iPhone 13 is not 6'1 inches it is smaller 5'7 inchs , I want everyone to know this. See my image",https://www.amazon.in/gp/customer-reviews/RHL5QT9L8QT8Q/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09V4B6K53,Reviewed in India on 29 August 2023,Colour: GreenSize: 128 GB,B09V4B6K53
2426,NEGATIVE,0.9981611371040344,0.434,0.566,0.0,-0.3182,0.6654267,0.31650767,0.018065665,0.6654267,Negative,B09G9D8KRQ,India,13-11-2023,True,1,Battery,Over night battery loss,https://www.amazon.in/gp/customer-reviews/R1OLYPJPQG5ACH/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09V4B6K53,Reviewed in India on 13 November 2023,Colour: GreenSize: 128 GB,B09V4B6K53
2427,NEGATIVE,0.9781129956245422,0.0,0.43,0.57,0.6486,0.027780699,0.41411597,0.5581033,0.5581033,Positive,B09G9D8KRQ,India,12-10-2023,True,1,Expensive + battery eater,Eats battery like a syrup lol 😆.,https://www.amazon.in/gp/customer-reviews/R1ICGCMM2UWRRG/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09V4B6K53,Reviewed in India on 12 October 2023,Colour: GreenSize: 128 GB,B09V4B6K53
2428,NEGATIVE,0.9921018481254578,0.154,0.808,0.038,-0.7845,0.93940854,0.055024274,0.0055671246,0.93940854,Negative,B09G9D8KRQ,India,04-08-2024,False,1,Not Good for Gaming,"GamingNot good for Gaming Pubg,Bgmi,Free fire and minecraft lags in this device after 1-1.30hours of gaming and also it heats so much also in front of ac lags so much and gives only 20fps while lagging, Ghost Touch Issue and Not Screen Touch issue while using in charging. Dont buy this buy and other pro or over pros models minimum and also dont update till it gives up",https://www.amazon.in/gp/customer-reviews/R6YDIOEN1BLEQ/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09V4B6K53,Reviewed in India on 4 August 2024,Colour: GreenSize: 128 GB,B09V4B6K53
2429,NEGATIVE,0.9789265990257263,0.0,1.0,0.0,0.0,0.23148362,0.6668111,0.10170526,0.6668111,Neutral,B09G9D8KRQ,India,07-12-2022,True,1,Copy i phone,Copy I phone sold by AmazonFace lock unlocked with my and brother faceLack of secrecy0 star,https://www.amazon.in/gp/customer-reviews/RZXOE0O2ZFMD8/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09V4B6K53,Reviewed in India on 7 December 2022,Colour: GreenSize: 128 GB,B09V4B6K53
2430,NEGATIVE,0.9976045489311218,0.0,0.838,0.162,0.4404,0.5892732,0.31562233,0.095104486,0.5892732,Negative,B09G9D8KRQ,India,30-04-2024,False,2,Damage in lens,I got scratches on  camera lensBad experienceI need return my productsI think Android is better than iPhones,https://www.amazon.in/gp/customer-reviews/R3LMPQMXN7K2C3/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09V4B6K53,Reviewed in India on 30 April 2024,Colour: GreenSize: 128 GB,B09V4B6K53
2431,NEGATIVE,0.9956454038619995,0.167,0.714,0.119,-0.2491,0.9211517,0.07022807,0.008620143,0.9211517,Negative,B09G9D8KRQ,India,11-08-2024,False,1,Iphone is not user friendly,I don’t like iPhone becoz I phone is not user friendly like android and iPhone is one type of jail you cannot install 3rd party apps without jailbreak after jailbreak phone is working not properly thank you…….,https://www.amazon.in/gp/customer-reviews/R1PXZ2DSHSTXLY/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09V4B6K53,Reviewed in India on 11 August 2024,Colour: GreenSize: 128 GB,B09V4B6K53
2432,POSITIVE,0.9823111295700073,0.111,0.583,0.306,0.5693,0.013872062,0.073338516,0.91278946,0.91278946,Positive,B09G9D8KRQ,India,31-07-2022,True,1,"we purchasedon 28thjuly,it worked for oneday properly from secondday it started to actweird.",the phone undoubtedly the best. ig not purchased from amazon,https://www.amazon.in/gp/customer-reviews/RQ9EPGXFRDCGJ/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09V4B6K53,Reviewed in India on 31 July 2022,Colour: GreenSize: 128 GB,B09V4B6K53
2433,POSITIVE,0.8446113467216492,0.0,1.0,0.0,0.0,0.33687934,0.62943083,0.033689786,0.62943083,Neutral,B09G9D8KRQ,India,19-04-2023,True,1,Charging issue,Facing issue to charge it.,https://www.amazon.in/gp/customer-reviews/R1DKVEP0ZSCYLR/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09V4B6K53,Reviewed in India on 19 April 2023,Colour: GreenSize: 128 GB,B09V4B6K53
2434,NEGATIVE,0.9994944334030151,0.112,0.592,0.296,0.6463,0.8241996,0.1484558,0.02734462,0.8241996,Negative,B09G9D8KRQ,India,16-04-2022,True,1,Damage piece scratch on display,Best quality but this phone is scratch on display I am not satisfy this phone replacement I hope Amazon send me a new phone,https://www.amazon.in/gp/customer-reviews/R1FTHUHZNS1G5R/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09V4B6K53,Reviewed in India on 16 April 2022,Colour: GreenSize: 128 GB,B09V4B6K53
2435,NEGATIVE,0.9998056292533875,0.0,1.0,0.0,0.0,0.88588715,0.1091763,0.0049365736,0.88588715,Negative,B09G9D8KRQ,India,21-10-2023,True,2,Mobile heated up quickly after use of some time.,Not working properly kinldy replace the item immediately,https://www.amazon.in/gp/customer-reviews/RNRYEJZEDL34R/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09V4B6K53,Reviewed in India on 21 October 2023,Colour: GreenSize: 128 GB,B09V4B6K53
2436,NEGATIVE,0.9216911792755127,0.0,0.702,0.298,0.1779,0.6855868,0.2907227,0.023690501,0.6855868,Negative,B09G9D8KRQ,India,10-10-2023,True,2,Silent mode button not working,Not expected this from Amazon.,https://www.amazon.in/gp/customer-reviews/RKCU8NLQS4C41/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09V4B6K53,Reviewed in India on 10 October 2023,Colour: GreenSize: 128 GB,B09V4B6K53
2437,NEGATIVE,0.9969684481620789,0.0,1.0,0.0,0.0,0.4599806,0.50205,0.037969433,0.50205,Neutral,B09G9D8KRQ,India,06-04-2024,True,1,iPhone 13,Heating problems… jab bhi phone open karta hu heat karne lagta he … bekaar he ye phone,https://www.amazon.in/gp/customer-reviews/R1Q73B2F3DDDLE/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09V4B6K53,Reviewed in India on 6 April 2024,Colour: GreenSize: 128 GB,B09V4B6K53
2438,NEGATIVE,0.999448835849762,0.0,1.0,0.0,0.0,0.9647812,0.032896325,0.0023224656,0.9647812,Negative,B09G9D8KRQ,India,21-02-2024,True,1,Defective,I cannot hear the voice properly on calling and also have charging issues,https://www.amazon.in/gp/customer-reviews/R4QSRQYLDNGPK/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09V4B6K53,Reviewed in India on 21 February 2024,Colour: GreenSize: 128 GB,B09V4B6K53
2439,NEGATIVE,0.993108868598938,0.0,1.0,0.0,0.0,0.850616,0.14028871,0.009095324,0.850616,Negative,B09G9D8KRQ,India,01-08-2022,True,3,Camera quality,I feel camera quality is at par what I expected,https://www.amazon.in/gp/customer-reviews/R2SXGM5EDEDZWL/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09V4B6K53,Reviewed in India on 1 August 2022,Colour: GreenSize: 128 GB,B09V4B6K53
2440,POSITIVE,0.9964283108711243,0.0,0.368,0.632,0.8519,0.015127062,0.1545597,0.8303132,0.8303132,Positive,B09G9D8KRQ,India,13-04-2022,True,3,Well. I expected a better battery for this,Well. I expected a better battery for this.Rest all is pretty well,https://www.amazon.in/gp/customer-reviews/R7G3PG5OCSZCW/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09V4B6K53,Reviewed in India on 13 April 2022,Colour: GreenSize: 128 GB,B09V4B6K53
2441,NEGATIVE,0.9882480502128601,0.045,0.797,0.158,0.6774,0.03169801,0.11486167,0.8534403,0.8534403,Positive,B09G9D8KRQ,India,03-03-2023,True,2,battery not upto the mark,Everything about this iphone is good axcept battery. I have tp charge it twice a day and camera is good not best but video recording is beast settings app hangs sometimes and background app refresh doesn't work properly maybe it will get better with update,https://www.amazon.in/gp/customer-reviews/R3B9GLTOYGYJLP/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09V4B6K53,Reviewed in India on 3 March 2023,Colour: GreenSize: 128 GB,B09V4B6K53
2442,NEGATIVE,0.9891696572303772,0.0,0.556,0.444,0.6124,0.26833925,0.6520861,0.079574704,0.6520861,Neutral,B09G9D8KRQ,India,13-06-2023,True,2,Nice but not happy with the packaging,Genuine products but packaging needs improvement,https://www.amazon.in/gp/customer-reviews/R3DAUKBP470461/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09V4B6K53,Reviewed in India on 13 June 2023,Colour: GreenSize: 128 GB,B09V4B6K53
2443,NEGATIVE,0.999601423740387,0.101,0.841,0.058,-0.7391,0.83423895,0.14569291,0.020068128,0.83423895,Negative,B09G9D8KRQ,India,06-09-2022,True,1,Pathetic mob or may be pathetic if purchased from Amazon,"1. Mob is getting heated upon charging2. Camera quality is pathetic, one would look worse than their adhar card images.Camera quality for night is fine but not upto the mark, as one would wish in such expensive mobiles.3. The touch is not working properly at all and specially in Instagram.4. Amazon service is more pathetic than this  mob. We chose to replace, but it asked for refund. The status is to be refunded but no body yet has come to receive the mob. Every day they say in next 1-2 days and from past 2 weeks nobody recollected, I am using my old mob.Better buy Apple from shops and not onli e",https://www.amazon.in/gp/customer-reviews/R3EBN6VCCGPGFM/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09V4B6K53,Reviewed in India on 6 September 2022,Colour: GreenSize: 128 GB,B09V4B6K53
2444,NEGATIVE,0.9987718462944031,0.0,1.0,0.0,0.0,0.7407922,0.24554382,0.013663951,0.7407922,Negative,B09G9D8KRQ,India,11-10-2023,True,1,Display not working,After 2 days display not workingReturn kar raha hu to bol raha haiSeller ke pass stock nhi haiJab tak stock aayga tab tak meri replacement date khatam ho jaygiDon't boy any products in amazone app,https://www.amazon.in/gp/customer-reviews/R2C9BXR938EC9R/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09V4B6K53,Reviewed in India on 11 October 2023,Colour: GreenSize: 128 GB,B09V4B6K53
2445,POSITIVE,0.9997943043708801,0.192,0.45,0.358,0.6211,0.0013046142,0.008285258,0.9904101,0.9904101,Positive,B09G9D8KRQ,India,19-11-2022,True,5,Perfect phone.. It has its own cost 😅,"Definitely top notch, no doubt about it. iPhone 13 is my first apple product. Really impressed!!!",https://www.amazon.in/gp/customer-reviews/R2VCFEQZYS97ZY/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09V4MXBSN,Reviewed in India on 19 November 2022,Colour: GreenSize: 256 GB,B09V4MXBSN
